Complexity,Loss,Equation
1,2.763043434923941,"0.4952549840200199"
2,2.403779032556018,"cosh(x1)"
3,1.1071360284839342,"x1 * x1"
4,0.7763683505212421,"cosh(x1) - 1.2757000754663845"
5,0.27577219246516427,"cosh(x1) - cosh(x2)"
7,0.14155136406433003,"(x1 * x1) - (x2 * x2)"
8,0.042259150904248186,"(x1 * x1) - (cosh(x2) - 0.819174247018848)"
10,5.6234155210416646e-30,"(x1 * x1) - (2.0000000000000044 - (cos(x2) * 2.0000000000000044))"
11,1.1561742642145455e-31,"(cos(x2) - 1.9999999999999998) + (cos(x2) + (x1 * x1))"
