Complexity,Loss,Equation
1,3.9195910186895264,"0.4199399549305986"
2,2.8711322039397387,"cosh(x1)"
3,1.0840593163259868,"x1 * x1"
4,0.9484826566051571,"cosh(x1) + -1.3865963896590474"
5,0.6018519359182987,"(x1 * x1) + -0.6944115353089596"
7,0.5894509977465839,"(x1 * (x1 - 0.1058500672242849)) - 0.6852180733995642"
12,0.48010333060077387,"(sinh(x2 / sinh(x2)) * cosh(x1)) - cosh(tanh(x2))"
15,0.39548288514079233,"((sinh(x2 / sinh(x2)) * (tanh(x2) / x2)) * cosh(x1)) - 1.2672992745677727"
17,0.32003205613465857,"((sinh(x2 / sinh(x2)) * (tanh(x2) / x2)) * cosh(x1)) - cosh(tanh(x2))"
