Complexity,Loss,Equation
1,3.3115270785464377,"-0.1159395345243144"
2,2.358246271564715,"cos(x2)"
3,2.337645355732394,"sinh(cos(x2))"
4,1.9127083915449972,"cos(x2 / x1)"
5,1.8132706575769098,"sinh(cos(x2 / x1))"
6,1.7009577789797046,"sinh(sinh(cos(x2 / x1)))"
7,1.6372661331478324,"sinh(sinh(sinh(cos(x2 / x1))))"
9,1.5899217129798595,"sinh(sinh(sinh(cos(x2 / x1)))) - 0.14214229537109924"
11,1.5808076366022519,"(sinh(sinh(sinh(cos(x2 / x1)))) - 0.17151236649235313) + -0.06609760077704294"
