Complexity,Loss,Equation
1,3.2623909156458466,"0.6126281196089042"
2,3.2308250261831883,"sin(0.42175055)"
3,1.1209684461939178,"x1 * x1"
4,0.7228844315023824,"cosh(x1) + -1.3461872080015858"
5,0.6445297413130846,"(x1 * x1) + -0.6902453967857668"
7,0.6310919627115277,"-0.614874952264149 - (x1 * (x1 * -0.9329201747929916))"
8,0.03096495886123087,"((x1 * x1) - cosh(x2)) - -0.810714128419549"
10,0.030964958861230855,"((x1 * x1) - (cosh(x2) - 0.02031866357868556)) - -0.7903954644648503"
