Complexity,Loss,Equation
1,3.7267160422109664,"0.5720853116223332"
2,2.9629895643852673,"cos(x2)"
3,1.573590298353605,"x1 * x1"
4,1.0585632395181503,"cosh(x1) + -1.388687257687632"
6,0.8384781612471209,"x1 * (x1 * cos(x2))"
7,0.507586036992594,"(cosh(x1) - cosh(x2)) + 0.47565661295576306"
11,0.47869759370037507,"(cosh(x1 + (x2 - x2)) - cosh(x2)) + 0.30569060667187703"
15,0.13735491791450186,"sinh((cos(x2 + -0.006539029689922798) - cos(x1 / cos(x1 * -0.1600495224122889))) / 0.7187856758766866)"
