Complexity,Loss,Equation
1,3.2056753373889713,"0.4685878931143082"
2,2.3774178159947987,"cosh(x1)"
3,1.1344071693966165,"x1 * x1"
4,0.6542986914224849,"cosh(x1) - 1.3126763211505024"
5,0.26037307342795907,"cosh(x1) - cosh(x2)"
7,0.1835191692465698,"(x1 * x1) - (x2 * x2)"
8,0.09040987761263204,"(x1 * x1) - (tanh(x2) * x2)"
9,0.024921148094299076,"(x1 * x1) - ((x2 * 0.7256453243417503) * x2)"
10,0.0,"((x1 * x1) - (cos(x2) * -2.0)) + -2.0"
