Complexity,Loss,Equation
1,2.6351754611792937,"0.3084718348776532"
2,2.186629783834162,"cos(x2)"
3,1.2810587305672778,"x1 * x1"
4,0.8265119406604515,"cosh(x1) - 1.3868188880576042"
5,0.20283901106891772,"cosh(x1) - cosh(x2)"
7,0.10922378761205655,"(x1 * x1) - (x2 * x2)"
8,0.03056604961035088,"((x1 * x1) - cosh(x2)) + 0.7797506042677892"
10,1.5164301439571547e-29,"((cos(x2) * 2.0000000000000093) + -2.000000000000005) + (x1 * x1)"
